englishname,chinesename,incontinent,incountry,type,url,alljoburl,joburl,work,Location,PostLevel,ContractualArrangement,ClosingDate,Contractduration,PrimaryLocation,JobPosting,Organization,Schedule,Required
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702946,Programme Manager,Switzerland-Geneva,P5,Fixed-Term Appointment,"Oct 5, 2017, 5:59:00 AM",12 months,Switzerland-Geneva,"Sep 13, 2017, 4:08:36 PM",HQ/GTB Global TB Programme,Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: Advanced university degree (Masters level or above) in public or business administration, social sciences, international relations.<br><strong>Desirable</strong>: Training in the public health field would be an advantage.<br>
<h3>Experience</h3><strong>Essential</strong>: At least ten years of progressively responsible experience of which at least five years in an international environment in managerial activities. Experience and knowledge of working conditions in a large organization in an international context, such as an Organization of the UN system.?Experience in dealing with information of a confidential nature.?<br><strong>Desirable</strong>: Experience providing management services in health programme would be an advantage.<br>
<h3>Skills</h3>The work involves excellent understanding of the strategic planning, financial/ budgeting, HR and Administrative policies practices and systems used at WHO. Understanding is also required of the Global TB Programme and technical programmes and related funding mechanisms, largely earmarked, for the delivery of the programmes and services. The work also involves excellent verbal and written communication skills to work effectively with internal and external clients, negotiate agreements and resolve problems. Ability to maintain good working relations with officials at the highest level.<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Ensuring the effective use of resources<br>Building and promoting partnerships across the organization and beyond<br>Creating an empowering and motivating environment 
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English. Intermediate knowledge of French. <br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702760,Technical Officer,Egypt-Cairo,P4,Fixed-Term Appointment,"Oct 4, 2017, 5:59:00 AM","2 years (subject to availability of funds, satisfactory performance and continuing need for the post)",Egypt-Cairo,"Sep 13, 2017, 9:41:56 AM","EM/IER Information, Evidence and Research",Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: Advanced university degree (Master's level or higher) in medicine, biostatistics, epidemiology or public health.<br><strong>Desirable</strong>: PhD in biostatistics, epidemiology, public health or public health related field.<br>
<h3>Experience</h3><strong>Essential</strong>: At least seven years' experience at both the national and international levels in the field of statistics and data development, including CRVS systems and use of classifications and terminologies.<br><strong>Desirable</strong>: Working experience with NGOs, UN or International agencies.<br>
<h3>Skills</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">- In depth knowledge of CRVS systems, cause of death certification and analysis;</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">- Excellent management capacity, including networking and alliance building;</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">- Proven knowledge of the International Classification of Diseases (ICD); International Classification of Functioning, Disability and Health (ICF), and related classifications;</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">- Excellent knowledge of Verbal Autopsy methods, cause of deaths analysis, data quality assessment and mortality estimations.<br></p>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Promoting innovation and organizational learning<br>Moving forward in a changing environment<br>Creating an empowering and motivating environment 
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English.<br><strong>Desirable</strong>: Intermediate knowledge of French. Intermediate knowledge of Arabic.<br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703068,Partnerships Officer (Dakar & Nairobi),Multiple locations,P4,Fixed-Term Appointment,"Oct 4, 2017, 5:59:00 AM","Twelve (12) months - Renewable, subject to satisfactory performance and continuing need for the post",Multiple locations,"Sep 12, 2017, 3:49:50 PM",AF/WHE WHO Health Emergencies Programme (WHE),Full-time,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703067,Emergency Coordinator,Iraq-Baghdad,P5,Fixed-Term Appointment,"Oct 4, 2017, 5:59:00 AM","Post of limited duration for 2 years (subject to; availability of funds, satisfactory performance, and continuous need for the position)",Iraq-Baghdad,"Sep 12, 2017, 2:46:25 PM","EM_IRQ WHO Representative's Office, Iraq",Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: Master's degree in public health or health related area.<br><strong>Desirable</strong>: Degree or studies in management or public administration.<br>
<h3>Experience</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><strong>Essential</strong>: </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">At least 10 years' experience in emergency and humanitarian response, at international level, with emphasis on emergency management and related strategy development at leadership position, capacity building and their implementation. Experience in developing and promoting collaborative partnerships and/or experience in developing countries<br><strong>Desirable</strong>: </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">Experience or sound knowledge of WHO mandate and goals in Health Action in Crises or experience in UN organizations/agencies, international institutions or NGOs.<br></p>
<h3>Skills</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">1. Demonstrated knowledge of rapid response operations and their implementation in emergencies as related to public health, complemented by demonstrated ability to identify and manage difficult situations, to lead and direct multidisciplinary and multinational staff. </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">2. Excellent skills in the assessment, monitoring, analysis and evaluation of emergency situations, with the ability to conceptualize and implement innovative strategies and advocate their implementation. </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">3. Excellent interpersonal skills and ability to work under pressure. </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">4. Proven ability to communicate effectively. </p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">5. Tact, discretion and ability to promote consensus.<br></p>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Building and promoting partnerships across the organization and beyond<br>Creating an empowering and motivating environment<br>
<h3>Use of Language Skills</h3>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><strong>Essential</strong>: Expert knowledge of English.<br><strong>Desirable</strong>: Intermediate knowledge of French. Intermediate knowledge of Another WHO Language.</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">?</p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px""><strong>Other Skills:</strong></p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">Proficiency in Microsoft Office. Excellent presentation skills<font size=""2"" face=""Arial Narrow""></font></p>
<p style=""MARGIN-BOTTOM: 0px; MARGIN-TOP: 0px"">?</p>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703057,Epidemiologist,Liberia-Monrovia,P3,Temporary Appointment under Staff Rule 420.4,"Oct 3, 2017, 5:59:00 AM",6 months duration,Liberia-Monrovia,"Sep 11, 2017, 6:28:23 PM",AF_LBR Liberia,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702977,Scientist,Switzerland-Geneva,P5,Fixed-Term Appointment,"Oct 3, 2017, 5:59:00 AM",12 months,Switzerland-Geneva,"Sep 11, 2017, 3:17:06 PM",HQ/GTB Global TB Programme,Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: Post-graduate degree (at an MA level or equivalent) in public health, health systems and management, health systems research or economics.<br><strong>Desirable</strong>: Training in management of private sector enterprises in health care and public health promotion.<br>
<h3>Experience</h3><strong>Essential</strong>: At least 10 years experience in the coordination and management of public health and research programmes, with a focus on tuberculosis care and control, at national and international levels, complemented by experience in private health care provision, for example in for-profit or not-for-profit contexts, for communicable diseases, with emphasis on TB. At least 5 years of global TB policy development and evaluation experience. <br>
<h3>Skills</h3>At least 10 years of progressively increasing responsibility in strategic design, management, assessment and/or evaluation of delivery of public health, health care and prevention services by private institutions, providers and/or intermediaries. Demonstrated knowledge of strategies to improve health care access, regulation and financing, and of communicable disease control, including TB control. Experience working with international development agencies and national health authorities. Demonstrated ability to identify key operational, social and cultural challenges in implementing public and private intervention strategies, and formulation of approaches to systematically address them. Excellent interpersonal skills with ability to guide and motivate others, and to advise, as well as cooperate and negotiate with Member States, technical, research and financing partners. Ability to communicate in a clear and concise manner, and with various target audiences.<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Building and promoting partnerships across the organization and beyond<br>Ensuring the effective use of resources<br>Creating an empowering and motivating environment 
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English.<br><strong>Desirable</strong>: Intermediate knowledge of French.<br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703032,National Professional Officer (Health Policies & Systems),Sierra Leone-Freetown,NO-C,Temporary Appointment under Staff Rule 420.4,"Oct 3, 2017, 5:59:00 AM",12 months,Sierra Leone-Freetown,"Sep 11, 2017, 12:30:19 PM",AF_SLE Sierra Leone,Full-time,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703025,Driver,Sierra Leone-Freetown,G2,Temporary Appointment under Staff Rule 420.4,"Oct 3, 2017, 5:59:00 AM",12 months,Sierra Leone-Freetown,"Sep 11, 2017, 12:23:40 PM",AF_SLE Sierra Leone,Full-time,"</font></b></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:5.0pt;
margin-left:0cm;line-height:normal;mso-pagination:none;mso-layout-grid-align:
none;text-autospace:none""><font size=""4""><b><font face='""arial"",""sans-serif""'>Education</font></b></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""mso-hyphenate:none;tab-stops:-72.0pt -36.0pt 9.55pt 25.45pt 36.0pt 72.0pt 108.0pt 288.0pt""><font size=""4""><b><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>Essential</font></span></b><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>:
</font></span><span style=""line-height: 115%; letter-spacing: -0.1pt;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>Completion
of at least Junior Secondary School education and a valid driver’s licence of
the country.</font></span><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'><br style=""mso-special-character:line-break"">
<br style=""mso-special-character:line-break"">
</font></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""mso-hyphenate:none;tab-stops:-72.0pt -36.0pt 9.55pt 25.45pt 36.0pt 72.0pt 108.0pt 288.0pt""><font size=""4""><b><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>?</font></span></b></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""mso-hyphenate:none;tab-stops:-72.0pt -36.0pt 9.55pt 25.45pt 36.0pt 72.0pt 108.0pt 288.0pt""><font size=""4""><b><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>Experience</font></span></b></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal;mso-pagination:none;mso-layout-grid-align:none;text-autospace:none""><font size=""4""><b><font face='""arial"",""sans-serif""'>Essential</font></b><font face='""arial"",""sans-serif""'>:</font><span style=""letter-spacing: -0.1pt;"" lang=""EN-US""><font face='""arial"",""sans-serif""'> At least two years driving experience as a driver
and a safe driving record</font></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal;mso-pagination:none;mso-layout-grid-align:none;text-autospace:none""><font face='""arial"",""sans-serif""' size=""4""><br>
<b>Desirable</b>:</font><font size=""4""><span style=""letter-spacing: -0.1pt;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>
Driving experience with UN/other International organizations would be an
advantage.</font></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal;mso-pagination:none;mso-layout-grid-align:none;text-autospace:none""><font face='""arial"",""sans-serif""' size=""4"">?</font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:5.0pt;
margin-left:0cm;line-height:normal;mso-pagination:none;mso-layout-grid-align:
none;text-autospace:none""><font size=""4""><b style=""mso-bidi-font-weight:normal""><font face='""arial"",""sans-serif""'>FUNCTIONAL KNOWLEDGE AND SKILLS</font></b></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-top:0cm;margin-right:0cm;margin-bottom:0cm;
margin-left:32.15pt;margin-bottom:.0001pt;text-indent:-18.0pt;line-height:normal;
mso-list:l0 level1 lfo2;mso-hyphenate:none;tab-stops:-72.0pt -36.0pt 9.55pt 25.45pt 36.0pt 72.0pt 108.0pt 288.0pt""><font size=""4""><span style=""letter-spacing: -0.1pt;"" lang=""EN-US""><font face=""symbol""><span style=""mso-list:Ignore"">·<span style='font:7.0pt ""Times New Roman""'>????
</span></span></font></span><span style=""letter-spacing: -0.1pt;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>Knowledge of driving rules and regulations of the country and skills in
minor vehicle repair;</font></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-top:0cm;margin-right:0cm;margin-bottom:0cm;
margin-left:32.15pt;margin-bottom:.0001pt;text-indent:-18.0pt;line-height:normal;
mso-list:l0 level1 lfo2;mso-hyphenate:none;tab-stops:-72.0pt -36.0pt 9.55pt 25.45pt 36.0pt 72.0pt 108.0pt 288.0pt""><font size=""4""><span style=""letter-spacing: -0.1pt;"" lang=""EN-US""><font face=""symbol""><span style=""mso-list:Ignore"">·<span style='font:7.0pt ""Times New Roman""'>????
</span></span></font></span><span style=""letter-spacing: -0.1pt;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>Ability to read, write and understand instructions in the working
language and</font></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:5.0pt;
margin-left:32.15pt;text-indent:-18.0pt;line-height:normal;mso-pagination:none;
mso-list:l0 level1 lfo2;mso-layout-grid-align:none;text-autospace:none""><font face=""symbol"" size=""4""><span style=""mso-list:Ignore"">·<span style='font:7.0pt ""Times New Roman""'>????????
</span></span></font><font face='""arial"",""sans-serif""' size=""4"">An ability of
writing a concise and faithful report of the accidents.</font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:5.0pt;
margin-left:0cm;line-height:normal;mso-pagination:none;mso-layout-grid-align:
none;text-autospace:none""><font size=""4""><b><font face='""arial"",""sans-serif""'>WHO COMPETENCIES</font></b></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt""><font size=""4""><span style=""line-height: 115%;""><font face='""arial"",""sans-serif""'>1 </font></span><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>Communicating
in a credible and effective way<span class=""xc""></span></font></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt""><font size=""4""><span class=""xc""><b style=""mso-bidi-font-weight:normal""><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>2.</font></span></b></span><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'> Producing results<span class=""x8""></span></font></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt""><font size=""4""><span class=""xc""><b style=""mso-bidi-font-weight:normal""><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'>3.</font></span></b></span><span style=""line-height: 115%;"" lang=""EN-US""><font face='""arial"",""sans-serif""'> Knowing and managing yourself</font></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt""><font size=""4""><span class=""xc""><b style=""mso-bidi-font-weight:normal""><span style=""line-height: 115%;"" lang=""EN-US""><font color=""#333399""><font face='""arial"",""sans-serif""'>?</font></font></span></b></span></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom: 0.0001pt; line-height: normal;"" align=""justify""><font size=""4""><b><font face='""arial"",""sans-serif""'>Use of Language
Skills</font></b></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin: 0cm 0cm 0.0001pt 36pt; text-indent: -18pt; line-height: normal;"" align=""justify""><font size=""4""><b><font face='""arial"",""sans-serif""'>?</font></b></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal;mso-pagination:none;mso-layout-grid-align:none;text-autospace:none""><font size=""4""><b><font face='""arial"",""sans-serif""'>Essential</font></b><font face='""arial"",""sans-serif""'>: </font><font face='""arial"",""sans-serif""'>Good knowledge of English </font><font face='""arial"",""sans-serif""'><br style=""mso-special-character:line-break"">
<br style=""mso-special-character:line-break"">
</font></font></p><font size=""4"">

</font><p class=""MsoNormal"" style=""margin-top:5.0pt;margin-right:0cm;margin-bottom:5.0pt;
margin-left:0cm;line-height:normal;mso-pagination:none;mso-layout-grid-align:
none;text-autospace:none""><font size=""4""><b><font face='""arial"",""sans-serif""'>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703036,Programme Assistant,Kenya-Nairobi,G6,Fixed-Term Appointment,"Oct 1, 2017, 5:59:00 AM",24 months duration with prior twelve (12) months under probation,Kenya-Nairobi,"Sep 8, 2017, 5:38:12 PM",AF/WHE WHO Health Emergencies Programme (WHE),Full-time,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703035,Assistant Programme,Senegal-Dakar,G6,Fixed-Term Appointment,"Oct 1, 2017, 5:59:00 AM",Deux (2) ans avec une période probatoire d’un (1) an,Senegal-Dakar,"Sep 8, 2017, 5:36:42 PM",AF/WHE WHO Health Emergencies Programme (WHE),Full-time,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702905,Technical Officer (Health Financing and Social Protection),Congo-Brazzaville,P4,Fixed-Term Appointment,"Sep 30, 2017, 5:59:00 AM",2 Years,Congo-Brazzaville,"Sep 8, 2017, 5:27:39 PM",AF/HSS Health Systems and Services,Full-time,"</h2>
<h3>Education</h3><b>Essential</b>: Advanced/Post-graduate university degree in health economics and health financing.<br><b>Desirable</b>: Postgraduate degrees in business administration or public health;Training or Specialization in health Insurance systems.<br>
<h3>Experience</h3><b>Essential</b>: At least seven years' experience in working on health economics, health financing and social protection issues at the national and international levels, with demonstrated experience working with government institutions or international organizations on economic and/or financial analysis of health systems financing preferably in resource limited countries.<br><b>Desirable</b>: Experience or sound understanding of WHO or the UN in health financing and social protection projects, preferably in the African region. Experience in financial sustainability planning, monitoring and evaluation.<br>
<h3>Skills</h3>Demonstrated knowledge of the principles and methods of health economics, health financing and social protection assessments and analyses. Proven ability to assess technical needs as related to health financing and social protection in resource limited countries, with ability to summarize findings and produce clear and accurate reports with proposals for recommended actions. Excellent communication and presentation skills with ability to write in a clear and concise manner and give technical advice and guidance, taking into consideration the views of multiple stakeholders and partners in resource-limited contexts. Proven interpersonal skills with ability to promote consensus, communicate progress and results, and resolve issues in a proactive manner, while ensuring effective work practices and ethics. Diplomacy, tact and courtesy.<br>
<h3>WHO Competencies</h3>Knowing and managing yourself<br>Producing results<br>Moving forward in a changing environment<br>Teamwork<br>Ensuring the effective use of resources<br>
<h3>Use of Language Skills</h3>
<div><b><font size=""3"" face=""Times New Roman"">Essential</font></b><font size=""3"" face=""Times New Roman"">: </font><font size=""2"" face=""Arial"">Excellent knowledge of French with a good working knowledge of English.</font></div>
<div><font size=""3"" face=""Times New Roman""><br><b>Desirable</b>: </font><font size=""2"" face=""Arial"">Knowledge of Portuguese is an advantage.</font></div>
<p class=""MsoNormal"" style=""MARGIN: 0cm 0cm 0pt; TEXT-JUSTIFY: inter-ideograph; LINE-HEIGHT: normal; TEXT-AUTOSPACE: ; mso-layout-grid-align: none"" align=""justify""><br>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703015,Data Manager,Sierra Leone-Freetown,P3,Temporary Appointment under Staff Rule 420.4,"Sep 30, 2017, 5:59:00 AM",12 months,Sierra Leone-Freetown,"Sep 8, 2017, 12:49:26 PM",AF_SLE Sierra Leone,Full-time,"</h2><h3>Education</h3><b>Essential</b>: A university degree in statistics, mathematics, health records &amp; Information or other relevant fields<br><b>Desirable</b>: Advanced university degree in Statistics, epidemiology, health records &amp; Information or a post-graduate degree in public health with substantial training in Biostatistics<br><h3>Experience</h3><b>Essential</b>: At least 5 years' experience in managing disease surveillance and response data at national or international level. Proven experience in management of Integrated Disease Surveillance and Response (IDSR) data.<br><b>Desirable</b>: Previous experience of working with UN Agencies and Ministry of Health (MOH) in the area of data management.<br><h3>Skills</h3>-Sound knowledge and skills in database management and statistical analysis, secondary data review, survey designing and implementation, monitoring and evaluation systems design or use, and public health information management.-Proven ability to multi-task across various planning and implementation processes within a highly demanding environmentCompetencies: WHO global competencies model at: http://www.who.int/employment/WHO_competencies_EN.pdf1.Communicating in a credible and effective way2. Producing results3. Fostering integration and teamwork4. Building and promoting partnerships across the organization and beyond5. Moving forward in a changing environment<br><h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Teamwork<br>Producing results<br><h3>Use of Language Skills</h3><b>Essential</b>: Expert knowledge of English.<br><b>Desirable</b>: <br><br><h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1703002,Technical Officer (Laboratory),Sierra Leone-Freetown,P4,Temporary Appointment under Staff Rule 420.4,"Sep 30, 2017, 5:59:00 AM",12 months,Sierra Leone-Freetown,"Sep 8, 2017, 12:48:48 PM",AF_SLE Sierra Leone,Full-time,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1701865,Epidemiologist,Sierra Leone-Freetown,P3,Temporary Appointment under Staff Rule 420.4,"Sep 30, 2017, 5:59:00 AM",12 months,Sierra Leone-Freetown,"Sep 8, 2017, 12:47:37 PM",AF_SLE Sierra Leone,Full-time,"</h2><h3>Education</h3><b>Essential</b>: An advanced university degree in Epidemiology, Medicine, Public Health or Community Health with substantial training in Epidemiology.<br><b>Desirable</b>: Specialised training in Communicable Diseases.<br><h3>Experience</h3><b>Essential</b>: At least five years related experience, at the national and international level,in implementation of public health surveillance, outbreak investigation and response. Previous experience in implementation of Integrated Disease Surveillance and Response (IDSR) is a requirement.<br><b>Desirable</b>: Experience in the areas of outbreak investigation and response for emerging and re-emerging infectious diseases, particularly in developing countries. Previous experience working in collaboration with the Ministry of Health(MOH) and multiple actors in public health surveillance is desirable<br><h3>Skills</h3>1) Sound knowledge and skills in electronic system for public health surveillance, including development of software and implementation in a developing country setting 2) Proven ability to multi-task across various planning and implementation processes within a highly demanding environment 3) Demonstrated knowledge, competency and professional skills on the public health aspects of infectious disease control,epidemic and pandemic preparedness and response with particular attention to application of an all hazard approach in the context of the International Health Regulations and the use of descriptive epidemiology and principles of public health in communicable disease surveillance and response.Strong ability to process,analyze and interpret epidemiological and event based surveillance data for epidemic and pandemic risk assessment.<br><h3>WHO Competencies</h3>Communication<br>Building and promoting partnerships across the organization and beyond<br>Teamwork<br>Ensuring the effective use of resources<br>Producing results<br><h3>Use of Language Skills</h3><b>Essential</b>: Expert knowledge of English.<br><br><br><h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702981,National Professional Officer (Country Preparedness and IHR),Georgia-Tbilisi,NO-B,Fixed-Term Appointment,"Oct 2, 2017, 5:59:00 AM",1 year,Georgia-Tbilisi,"Sep 6, 2017, 1:41:51 PM","EU_GEO WHO Country Office, Georgia",Full-time,"</h2>
<h3>Education</h3><strong>Essential</strong>: University degree in medicine, a health-related field or public health-related discipline.<br><strong>Desirable</strong>: Master or postgraduate training in Public Health or other relevant areas. Specialized training in emergency/disaster preparedness and response.<br>
<h3>Experience</h3><strong>Essential</strong>: Minimum three years of national professional experience in planning, developing and implementing programmes/projects in the area of health security, including emergency preparedness.<br><strong>Desirable</strong>: Relevant work experience in WHO, other UN agencies; experience working in relevant non-governmental or humanitarian organizations. Relevant experience in the implementation of International Health Regulations (2005).<br>
<h3>Skills</h3>--&gt; Knowledge of International Health Regulations (2005), the epidemiology of infectious diseases and other global health security threats, and of issues and practices for disease prevention and control.--&gt; Demonstrated organizational skills with the ability to multi-task and produce results under pressure.--&gt; Knowledge of the UN and humanitarian systems for emergency response and preparedness<br>
<h3>WHO Competencies</h3>Teamwork<br>Respecting and promoting individual and cultural differences<br>Communication<br>Moving forward in a changing environment<br>Producing results<br>
<h3>Use of Language Skills</h3><strong>Essential</strong>: Expert knowledge of English. Expert knowledge of Local language.<br><br>
<h2>"
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702893,Senior Research Assistant (Biostatistics/Data Management & Analysis),France-Lyons,G5,Fixed-Term Appointment,"Oct 2, 2017, 5:59:00 AM",Two years?-?Extra-budgetary?position?established?for?a?limited?duration?of?two?years.?Any?extension?subject?to?availability?of?extra-budgetary?funding.,France-Lyons,"Sep 4, 2017, 11:45:28 AM",Genetic Epidemiology,Full-time,
