englishname,chinesename,incontinent,incountry,type,url,alljoburl,joburl,work,Location,PostLevel,ContractualArrangement,ClosingDate,Contractduration,PrimaryLocation,JobPosting,Organization,Schedule,Education,Experience,Skills,WHOCompetencies,LanguageSkills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702272,Technical Officer,Switzerland-Geneva,P4,Temporary Appointment under Staff Rule 420.4,"Aug 23, 2017, 5:59:00 AM",1 year,Switzerland-Geneva,"Aug 1, 2017, 10:12:50 AM",HQ/POL Polio Eradication,Full-time,"Essential: Degree in medicine, public health, epidemiology or related field, with an advanced university degree in public health or related field;
Desirable: Master level degree in epidemiology, public health or related field","Essential: At least 7 years' experience in public health programmes, particularly in developing country settings: including polio eradication, immunization or disease control; policy and guideline development, training health workers, and related functions. At least 2 years of experience at international level;
Desirable: Five years' experience in polio eradication. Experience with international and/or nongovernmental organizations in managing large scale public health, emergency response or immunization programs","Technical expertise in public health, field operations and programme management. Ability to work effectively with colleagues at national and international level and to coordinate activities in emergency and outbreak circumstances. Ability to assess polio surveillance, immunization coverage and epidemiological data. Strong writing skills. Ability to travel and work in difficult field conditions","Producing results;
Knowing and managing yourself;
Teamwork;
Communication;
Respecting and promoting individual and cultural differences","Essential: Expert knowledge of English;
Desirable: Intermediate knowledge of French;
The above language requirements are interchangeable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702384,Technical Officer Laboratory,Zimbabwe-Harare,P4,Temporary Appointment under Staff Rule 420.4,"Aug 23, 2017, 5:59:00 AM",One year,Zimbabwe-Harare,"Aug 1, 2017, 9:25:26 AM",AF/CDS - Communicable Diseases,,"Essential: Advanced University degree in in laboratory medicine or Medical degree with specialization in laboratory medicine. Graduate training in microbiology, immunology and biochemistry;
Desirable: Master in public health ( MPH)","Essential: At least seven years' experience working in the field of viral load, early infant diagnostics and TB diagnostics.Experience in a national and international context, in laboratory medicine in the area of HIV/AIDS medicine, HIV drug resistance, including expertise in working in resource-limited settings. Experience in providing technical assistance to HIV national programmes in limited resource countries;
Desirable: International experience with WHO in Africa and developing countries would be an asset","Demonstrated knowledge of quality-assured, WHO endorsed HIV/HEP/TB diagnostic/ laboratory technologies. Ability to provide support to countries for implementation of HIV/Hepatitis/TB laboratory diagnostics, data collection, and monitoring and evaluation. Excellent communication and presentation skills with ability to write in a clear and concise manner, give technical advice and guidance taking into consideration multiple views and experiences in resource-limited contexts. Good interpersonal skills with ability to promote consensus, communicate progress and results, and resolve issues in a proactive manner, while ensuring effective work practices and ethics","Teamwork;
Respecting and promoting individual and cultural differences;
Communication;
Producing results;
Moving forward in a changing environment","Essential: Expert knowledge of English;
Desirable: Intermediate knowledge of French.
The above language requirements are interchangeable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702207,Procurement Assistant,Malaysia-Kuala Lumpur,G5,Fixed-Term Appointment,"Aug 23, 2017, 5:59:00 AM",2 years (renewable subject to satisfactory performance and continuing need for the post),Malaysia-Kuala Lumpur,"Aug 1, 2017, 5:55:18 AM",HQ/GSC Global Service Centre,Full-time,"Essential: Completion of secondary school education or its equivalent;
Desirable: Higher education. Certified training in procurement or a related subject area","Essential: 
- At least 5 years of relevant experience (processing, transactions , service centre or other business) of which at least 2 years exposure to procurement / shipping activities or
- 4 years with a first level university degree or
- 3 years with an advanced university degree; 
Desirable: 
- Experience in the use of an ERP system such as Oracle","Essential: 
- Ability to handle and prioritize a high volume of notifications, transactions and reporting needs.
- Meticulous and detail-oriented
- Sound judgement, integrity and tact when dealing with others
- Demonstrated skill and proficiency in the use of computers and information technology. 
- Expertise in the use of MS Office and Web-based software;
Desirable: 
- Knowledge of best practices of procurement or other leading procurement entity 
- Knowledge of procurement procedures of WHO; 
- Technical knowledge of types of services, supplies and goods purchased by WHO for Headquarters, Regional Offices and field projects","Teamwork;
Respecting and promoting individual and cultural differences;
Communication;
Producing results;
Moving forward in a changing environment","Essential: Expert knowledge of English;
Desirable: Intermediate knowledge of French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702127,Technical Officer,Switzerland-Geneva,P4,Temporary Appointment under Staff Rule 420.4,"Aug 22, 2017, 5:59:00 AM",6 months,Switzerland-Geneva,"Jul 31, 2017, 3:26:24 PM",HQ/PND Prevention of Noncommunicable Diseases,,"Essential: Advanced university degree in international relations or relevant social science field;
Desirable: Academic training in international development, social or political sciences or related field","Essential: At least seven years of professional experience in international relations, advocacy, resource mobilization, project management and policy work, with at least three years at the international level. Experience in global health. Proven track record in working in partnership with many sectors. Considerable experience in international diplomacy, particularly in relations with both state and non-state actors. Experience working with multiple stakeholders. At least 1 year experience working on Tobacco control and/or familiarity with the WHO FCTC;
Desirable: Working experience in an international organization. Experience working with national and international agencies active in the field of global health","Demonstrated knowledge of and experience in project management, external relations, advocacy and fundraising. Strong understanding of sustainability mechanisms relevant to tobacco control in Africa (e.g. innovative financing, taxes, funds). Good familiarity with the two main donors involved in WHO's African tobacco control projects (the Gates Foundation and the Government of Italy). Ability to communicate and write in a clear and concise manner. Ability to establish and maintain effective partnerships and working relations in a multi-cultural, multi-ethnic environment with sensitivity and respect for diversity, including gender balance. Proven ability to work across disciplines. Tact, discretion and diplomacy in communicating with others. Ability to work under tight deadlines and on a results-oriented basis. Collaborative and interpersonal skills to work with technical/specialist colleagues across the Department, Organization, regions, and countries. Verbal communication, negotiation, and interpersonal skills to discuss new opportunities and negotiate agreements to mobilize resources for tobacco control at national and regional level","Teamwork;
Respecting and promoting individual and cultural differences;
Communication;
Producing results;
Building and promoting partnerships across the organization and beyond","Essential: Expert knowledge of English;
Desirable: Expert knowledge of UN Language",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702183,Project Officer,Switzerland-Geneva,P4,Temporary Appointment under Staff Rule 420.4,"Aug 22, 2017, 5:59:00 AM",6 months,Switzerland-Geneva,"Jul 31, 2017, 3:24:09 PM",HQ/PND Prevention of Noncommunicable Diseases,Full-time,"Essential: An advanced level university degree in public health or other relevant field;
Desirable: Doctoral degree in public health or other health-related field","Essential: A minimum of 7 years of experience in public health. Experience managing a team. Experience in WHO, other UN agencies or in another international organization. Experience working with or providing technical assistance to governments. Demonstrated experience working in a multidisciplinary team and working with other agencies and partners. Experience of working with and reporting to international donor agencies;
Desirable: Experience in tobacco control, or in health programmes that collaborate with or integrate tobacco control","Knowledge of project management and data collection, particularly in public health areas. A good understanding of strategies to control tobacco, including the WHO FCTC and the WHO MPOWER technical programme for tobacco control. Proven ability to manage a highly skilled multi-disciplinary team. Proven ability to deliver results on schedule and ability to develop innovative approaches and solutions. Proven ability to manage resources effectively and efficiently. Excellent writing skills demonstrated through publications","Teamwork;
Respecting and promoting individual and cultural differences;
Communication;
Producing results;
Ensuring the effective use of resources;
Creating an empowering and motivating environment",Essential: Expert knowledge of English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702128,"Lead, Policy Outreach",Switzerland-Geneva,P4,Temporary Appointment under Staff Rule 420.4,"Aug 22, 2017, 5:59:00 AM",12 month,Switzerland-Geneva,"Jul 31, 2017, 11:10:55 AM",HQ/HSR - Alliance for Health Policy and Systems Research,Full-time,"Essential: Advanced University degree (Masters' degree or equivalent) in public health;
Desirable: Public relations diploma or degree","Essential: A minimum of 7 years of experience either in health/public health, of which two years in an international setting. At least two years of experience in developing and successfully disseminating written health policy documentation for decision makers;
Desirable: Experience in evaluating the outputs and impact of health policy and systems research activities and identify those which are most effective"," - Knowledge of Health Policy and Systems Research.
- An understanding of health policy and systems research and the research to policy interaction.
- Ability to quickly analyze and synthesize diverse information from various sources.
- Ability to produce a variety of written, visual communication materials in a clear, concise and engaging style for a range of different audiences","Producing results;
Building and promoting partnerships across the Organization;
Communication in an effective and credible way;
Moving forward in a changing environment;
Ensuring the effective use of resources","Essential: Expert knowledge of English;
Desirable: French or another official UN language",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702318,HR Assistant,"Tanzania, United Republic of-Dar-es-Salaam",G6,Fixed-Term Appointment,"Sep 1, 2017, 5:59:00 AM",1 YEAR with possible extension,"Tanzania, United Republic of-Dar-es-Salaam","Jul 31, 2017, 12:00:00 AM",AF_TZA Tanzania,Full-time,"Essential: Work requires completion of secondary school. Knowledge of general administrative and HR Policy theory and procedures;
Desirable: Diploma or University Degree in HR, Training in UN/HR systems is an advantage. Proven skills in drafting and editing required","Essential: At least 8 years of experience in Human Resources and preferably with several years experience in WHO in an administrative cluster; to have a sound knowledge of its rules, regulation, procedures and practices as related to the work, Administration and Management;
Desirable: Experience in other areas such as Programme Management, Travel and Procurement would be an asset","Work requires maintaining up to date knowledge on any changes to Staff Regulations and Rules as well as standard operating procedures. The incumbent is also expected to maintain computer skills including skills inGlobal Management System, to the standard of the Organization by self study or in-house training. Knowledge of WHO rules, regulations, policies and practices would be an asset","Communication;
Producing results;
Teamwork;
Moving forward in a changing environment","Essential: Expert knowledge of English;
Desirable: Intermediate knowledge of French;
The above language requirements are interchangeable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702258,Team Leader(Malaria),Congo-Brazzaville,P5,Fixed-Term Appointment,"Aug 19, 2017, 5:59:00 AM",Two years,Congo-Brazzaville,"Jul 28, 2017, 3:47:51 PM",AF/CDS - Communicable Diseases,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1701963,Technical Officer,Switzerland-Geneva,P5,Temporary Appointment under Staff Rule 420.4,"Aug 19, 2017, 5:59:00 AM",24 months,Switzerland-Geneva,"Jul 28, 2017, 9:17:28 AM","HQ/IVB - Immunization, Vaccines and Biologicals",Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702232,Network Systems Specialist (NSS),Congo-Brazzaville,P2,Fixed-Term Appointment,"Aug 18, 2017, 5:59:00 AM",Two years,Congo-Brazzaville,"Jul 27, 2017, 3:50:59 PM",AF/GMC General Management,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702060,Technical Officer (Laboratory),Egypt-Cairo,P4,Fixed-Term Appointment,"Aug 19, 2017, 5:59:00 AM",2 YEARS,Egypt-Cairo,"Jul 27, 2017, 2:38:47 PM",EM/WHE WHO Health Emergencies Programme (WHE),Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702248,Software & Applications Support (SAS) Assistant,Congo-Brazzaville,G6,Fixed-Term Appointment,"Aug 18, 2017, 5:59:00 AM",Two (2) years,Congo-Brazzaville,"Jul 27, 2017, 1:50:57 PM",AF/GMC General Management,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702222,IST ITM Technical Officer (IST/TO),Multiple locations,P3,Fixed-Term Appointment,"Aug 18, 2017, 5:59:00 AM",Two (2) years,Multiple locations,"Jul 27, 2017, 1:47:28 PM",AF/GMC General Management,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702257,IST User Support Assistant,Multiple locations,G6,Fixed-Term Appointment,"Aug 18, 2017, 5:59:00 AM",Two (2) years,Multiple locations,"Jul 27, 2017, 12:56:23 PM",AF/GMC General Management,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702235,Health Information Systems Engineering & Support Assistant (HIS),Congo-Brazzaville,G7,Fixed-Term Appointment,"Aug 18, 2017, 5:59:00 AM",Two (2) years,Congo-Brazzaville,"Jul 27, 2017, 10:52:05 AM",AF/GMC General Management,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702254,Collaborative Tools Engineering & Support (CES),Congo-Brazzaville,G7,Fixed-Term Appointment,"Aug 18, 2017, 5:59:00 AM",Two (2) years,Congo-Brazzaville,"Jul 27, 2017, 10:06:49 AM",AF/GMC General Management,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702147,Infrastructure Assistant (A/ISO),Congo-Brazzaville,G5,Fixed-Term Appointment,"Aug 18, 2017, 5:59:00 AM",Two Years,Congo-Brazzaville,"Jul 27, 2017, 10:03:02 AM",AF/GMC General Management,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702336,Operations Support and Logistics (OSL) Officer (Duty Station : Iraq),Iraq,P3,Fixed-Term Appointment,"Aug 26, 2017, 5:59:00 AM","One year. Extension subject to availability of funds,satisfactory performance and operational needs.",Iraq,"Jul 26, 2017, 5:21:58 PM",HQ/EMO Emergency Operations,Full-time,"Essential:A first university degree in public or business administration, logistic management, logistics, engineering, pharmacy or related field from an accredited/recognized institute;Desirable:Professional certification/qualification in areas such as transport, distribution and supply chain management. Degree or training in information management systems and their application to logistic, transport or supply management and monitoring","Essential:At least five years’ related experience, at the national and international levels, in managing emergency logistics operations and supply operations in international organizations/institutions, part of which in the field supporting emergency humanitarian operations;Desirable:- Prior working experience with WHO/UN, health clusters partners, recognized humanitarian organizations or with an international nongovernmental organization.
- Experience or knowledge of import/export and customs administration",Excellent knowledge of English or French (depending on the country of assignment). Working knowledge of another WHO official language would be an asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702322,"External Relations / Communications Officer (EXR/COM) (Duty Station: Nigeria, Iraq)",Multiple locations,P3,Fixed-Term Appointment,"Aug 26, 2017, 5:59:00 AM","One year. Extension subject to availability of funds,satisfactory performance and operational needs.",Multiple locations,"Jul 26, 2017, 5:21:07 PM",HQ/EXR External Relations,Full-time,"Essential:A first university degree in communication, journalism, political science, social sciences, international relations or related field from an accredited/recognized institute;Desirable:Courses in communication techniques such as graphic design, visual language and the use of social media","Essential:At least five years’ relevant experience at national and international levels in communication and/or advocacy, part of which should include supporting humanitarian emergency or health outbreak response and recovery activities.
Proven experience in writing advocacy documents and in the production of communication materials and products;Desirable:Prior working experience with WHO/UN or with an international nongovernmental organization.
Experience in organizing advocacy campaigns.
Experience in managing publishing and clearance processes.","Other Skills (e.g. IT):Excellent knowledge of Microsoft Office applications (Outlook, Word, PowerPoint, SharePoint, and Excel).
Familiarity with the use of graphic design, visual design, social media, website development and publishing software;Ability to write well in English and produce engaging communication materials.
- Proven skills in the development and implementation of communication/media products and tactics.
- Excellent interpersonal skills complemented by the ability to conceptualize ideas and advocate consensus.
- Excellent presentation skills
- Demonstrated ability to work under pressure to achieve multiple deadlines.
- Ability to ""think out of the box"" and to make innovative proposals to extend communication reach.
- Knowledge or understanding of WHO mandate and goals in the emergency incident management context.
- Knowledge of public health sector and issues.
- Demonstrated ability to work within an emergency context at the country level.","Teamwork;
Respecting and promoting individual and cultural differences;
Communication;",Excellent knowledge of English or French (depending on the country of assignment). Working knowledge of another WHO official language would be an asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702319,"External Relations / Communications Officer (EXR/COM) (Duty Station : South Sudan, Ethiopia, Republic Democratic of Congo, Mali, Somalia, Yemen, Syria, Afghanistan)",Multiple locations,P4,Fixed-Term Appointment,"Aug 26, 2017, 5:59:00 AM","One year. Extension subject to availability of funds,satisfactory performance and operational needs.",Multiple locations,"Jul 26, 2017, 5:20:37 PM",HQ/EXR External Relations,Full-time,"Essential:An advanced university degree in communication, journalism, political science, social sciences, international relations or related field from an accredited/recognized institute;Desirable:Courses in communication techniques such as graphic design, visual language and the use of social media","Essential:At least seven years’ relevant experience at national and international levels in communication and/or advocacy, part of which should include supporting humanitarian emergency or health outbreak response and recovery activities.
Proven experience in writing advocacy documents and in the production of communication materials and products;Desirable:Prior working experience with WHO/UN or with an international nongovernmental organization.
Experience in organizing advocacy campaigns.
Experience in managing publishing and clearance processes.
Use of Language Skills:
Excellent knowledge of English or French (depending on the country of assignment). Working knowledge of another WHO official language would be an asset.
Other Skills (e.g. IT):
Excellent knowledge of Microsoft Office applications (Outlook, Word, PowerPoint, SharePoint, and Excel).
Familiarity with the use of graphic design, visual design, social media, website development and publishing software.","Ability to write well in English and produce engaging communication and advocacy material.
- Demonstrated ability in working with all forms of media in all situations
- Demonstrated ability to work under pressure to achieve multiple deadlines.
- Proven skills in the development and implementation of communication/media products and tactics.
- Excellent interpersonal skills complemented by the ability to conceptualize ideas and advocate consensus.
- Ability to ""think out of the box"" and to make innovative proposals to extend communication reach.
- Knowledge or understanding of WHO mandate and goals in the emergency incident management context.
- Knowledge of public health sector and issues
- Demonstrated ability to work within an emergency context at the country level","Teamwork;
Respecting and promoting individual and cultural differences;
Communication;
Creating an empowering and motivating environment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702334,"Operations support and Logistics (OSL) Lead (Duty Station : Nigeria, South Sudan, Ethiopia, Democratic Republic of Congo, Mali, Somalia, Yemen, Syria, Afghanistan)",Multiple locations,P4,Fixed-Term Appointment,"Aug 26, 2017, 5:59:00 AM","One year. Extension subject to availability of funds,satisfactory performance and operational needs.",Multiple locations,"Jul 26, 2017, 2:38:55 PM",HQ/EMO Emergency Operations,Full-time,"Essential:University degree in public or business administration, logistic management, engineering or a related field from an accredited/recognized institute;Desirable:Professional certification/qualification in areas such as transport, distribution and supply chain management. Degree or training in information management systems and their application to logistic, transport or supply management and monitoring","Essential:At least seven years’ related experience, at national and international levels, in managing emergency logistics operations and supply operations in international organizations/institutions, part of which in the field supporting emergency humanitarian operations;Desirable:- Prior working experience with WHO, UN agencies, health clusters partners, recognized humanitarian organizations or with an international nongovernmental organization.
- Experience or knowledge of import/export and customs administration","Other Skills (e.g. IT):- Excellent knowledge of Microsoft Office applications.
- Demonstrated computer skills with emphasis on databases management to monitor supplies and inventory, and forecast needs. 
- Demonstrated skills in using equipment such radio and satellite phones;- Excellent analytical skills with the ability to coordinate people, activities and multitask.
- Excellent skills and knowledge in the area of Logistics Management and operations .
- Excellent interpersonal skills with ability to negotiate with and convince officials with tact and diplomacy. 
- Ability to write in a clear and concise manner, and to present factual information to achieve desired results.
- Knowledge or understanding of WHO mandate and goals in the emergency incident management context.","Teamwork;
Respecting and promoting individual and cultural differences;
Communication;
Creating an empowering and motivating environment.",Excellent knowledge of English or French (depending on the country of assignment). Working knowledge of another WHO official language would be an asset.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702331,Senior Research Assistant (Bioinformatics/Data Management & Analysis),France-Lyons,G5,Fixed-Term Appointment,"Aug 21, 2017, 5:59:00 AM","2 years, renewable",France-Lyons,"Jul 26, 2017, 12:00:00 AM",Molecular Mechanisms and Biomarkers,Full-time,"Essential: Graduation from secondary school or equivalent, and subsequent training (BTS, DUT or equivalent) in the field of specialization with possession of a diploma in bioinformatics, computer science, or related field.
Desirable: Masters degree in bioinformatics, biostatistics, biomathematics or equivalent. Training in biological science","Au moins 5 années d’expérience professionnelle dont une année en programmation R et utilisation des langages de script, de préférence dans un environnement de recherche, et une année d’expérience en données génomiques utilisant le séquen?age","Essential:
? Knowledge of R for statistical computing and data visualization and of one or more scripting or programming languages (e.g. Perl, Python, Ruby, C++ or Java etc.), preferably using the Unix/Linux environment.
? Good general understanding of molecular and cell biology.
? Ability to design, optimize and implement bioinformatic workflows for analysis of complex data.
? Ability to: (i) clearly communicate results to a variety of audiences both orally and in writing; (ii) work autonomously and prioritize work in a demanding work environment; (iii) create clear, concise figures for publications and (iv) work harmoniously as a member of a team with people of diverse educational and cultural backgrounds.
Desirable: Knowledge of additional statistical packages and/or workflow programming languages would be an asset.",,"La connaissance au moins intermédiaire de l’anglais est indispensable.
Un niveau au moins intermédiaire en fran?ais serait un atout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702300,Editor,Denmark-Copenhagen,P4,Fixed-Term Appointment,"Aug 23, 2017, 5:59:00 AM",1 year,Denmark-Copenhagen,"Jul 24, 2017, 12:00:00 AM","EU/DIR Information, Evidence, Research and Innovation",,"Essential: Advanced university degree, preferably in English language, or a subject related to the work of the Organization;
Desirable: Training in terminology management","Essential: At least 7 years of experience, including several years of national editorial experience preferebly as a technical editor in health-related fields, of which 5 years of international editorial experience preferably with WHO or similar UN organization;
Desirable: Experience as a precis-writer, report writer and/or translator/reviser","Editing skills, as well as analytical skills. Thorough familiarity with modern editorial and publication processes. Ability to work as a member of a team and with people at all levels of the Organization, as well as with professional counterparts outside the Organization. Negotiation and communication skills. Knowledge of conference organization at international level. Tact, judgement and firmness combined with diplomatic manner in dealing with senior staff, members of delegations and SCRC members.","Communication;
Producing results;
Moving forward in a changing environment
Teamwork;
Building and promoting partnerships; across the organization and beyond","Essential: Mother tongue knowledge of English. Intermediate knowledge of One EURO language, i.e. French, German or Russian;
Desirable: Expert knowledge of Russian.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
